Total puntos: 2400
Punto 0: (0.37184, 208.935) indice: 0
Punto 1599 -> Centroide 12
Punto 1600 -> Centroide 59
Punto 1601 -> Centroide 12
Punto 1602 -> Centroide 18
Punto 1603 -> Centroide 70
Punto 1604 -> Centroide 34
Punto 1605 -> Centroide 77
Punto 1606 -> Centroide 72
Punto 1607 -> Centroide 9
Punto 1608 -> Centroide 22
Punto 1609 -> Centroide 80
Punto 1610 -> Centroide 93
Punto 1611 -> Centroide 33
Punto 1612 -> Centroide 46
Punto 1613 -> Centroide 40
Punto 1614 -> Centroide 74
Punto 1615 -> Centroide 12
Punto 1616 -> Centroide 86
Punto 1617 -> Centroide 8
Punto 1618 -> Centroide 58
Punto 1619 -> Centroide 14
Punto 1620 -> Centroide 12
Punto 1621 -> Centroide 7
Punto 1622 -> Centroide 56
Punto 1623 -> Centroide 72
Punto 1624 -> Centroide 83
Punto 1625 -> Centroide 20
Punto 1626 -> Centroide 7
Punto 1627 -> Centroide 2
Punto 1628 -> Centroide 51
Punto 1629 -> Centroide 33
Punto 1630 -> Centroide 83
Punto 1631 -> Centroide 87
Punto 1632 -> Centroide 19
Punto 1633 -> Centroide 37
Punto 1634 -> Centroide 3
Punto 1635 -> Centroide 20
Punto 1636 -> Centroide 3
Punto 1637 -> Centroide 34
Punto 1638 -> Centroide 22
Punto 1639 -> Centroide 1
Punto 1640 -> Centroide 35
Punto 1641 -> Centroide 77
Punto 1642 -> Centroide 37
Punto 1643 -> Centroide 35
Punto 1644 -> Centroide 55
Punto 1645 -> Centroide 65
Punto 1646 -> Centroide 36
Punto 1647 -> Centroide 8
Punto 1648 -> Centroide 33
Punto 1649 -> Centroide 0
Punto 1650 -> Centroide 8
Punto 1651 -> Centroide 93
Punto 1652 -> Centroide 56
Punto 1653 -> Centroide 18
Punto 1654 -> Centroide 8
Punto 1655 -> Centroide 55
Punto 1656 -> Centroide 48
Punto 1657 -> Centroide 20
Punto 1658 -> Centroide 73
Punto 1659 -> Centroide 14
Punto 1660 -> Centroide 82
Punto 1661 -> Centroide 39
Punto 1662 -> Centroide 46
Punto 1663 -> Centroide 68
Punto 1664 -> Centroide 73
Punto 1665 -> Centroide 92
Punto 1666 -> Centroide 58
Punto 1667 -> Centroide 22
Punto 1668 -> Centroide 38
Punto 1669 -> Centroide 65
Punto 1670 -> Centroide 92
Punto 1671 -> Centroide 87
Punto 1672 -> Centroide 93
Punto 1673 -> Centroide 20
Punto 1674 -> Centroide 53
Punto 1675 -> Centroide 49
Punto 1676 -> Centroide 17
Punto 1677 -> Centroide 83
Punto 1678 -> Centroide 65
Punto 1679 -> Centroide 34
Punto 1680 -> Centroide 40
Punto 1681 -> Centroide 27
Punto 1682 -> Centroide 79
Punto 1683 -> Centroide 36
Punto 1684 -> Centroide 8
Punto 1685 -> Centroide 51
Punto 1686 -> Centroide 81
Punto 1687 -> Centroide 12
Punto 1688 -> Centroide 25
Punto 1689 -> Centroide 33
Punto 1690 -> Centroide 46
Punto 1691 -> Centroide 5
Punto 1692 -> Centroide 72
Punto 1693 -> Centroide 91
Punto 1694 -> Centroide 46
Punto 1695 -> Centroide 82
Punto 1696 -> Centroide 74
Punto 1697 -> Centroide 39
Punto 1698 -> Centroide 50
Punto 1699 -> Centroide 72
Punto 1700 -> Centroide 40
Punto 1701 -> Centroide 30
Punto 1702 -> Centroide 0
Punto 1703 -> Centroide 46
Punto 1704 -> Centroide 26
Punto 1705 -> Centroide 7
Punto 1706 -> Centroide 27
Punto 1707 -> Centroide 39
Punto 1708 -> Centroide 17
Punto 1709 -> Centroide 85
Punto 1710 -> Centroide 27
Punto 1711 -> Centroide 82
Punto 1712 -> Centroide 69
Punto 1713 -> Centroide 8
Punto 1714 -> Centroide 71
Punto 1715 -> Centroide 44
Punto 1716 -> Centroide 82
Punto 1717 -> Centroide 41
Punto 1718 -> Centroide 70
Punto 1719 -> Centroide 24
Punto 1720 -> Centroide 90
Punto 1721 -> Centroide 14
Punto 1722 -> Centroide 38
Punto 1723 -> Centroide 82
Punto 1724 -> Centroide 8
Punto 1725 -> Centroide 20
Punto 1726 -> Centroide 9
Punto 1727 -> Centroide 75
Punto 1728 -> Centroide 22
Punto 1729 -> Centroide 27
Punto 1730 -> Centroide 88
Punto 1731 -> Centroide 87
Punto 1732 -> Centroide 20
Punto 1733 -> Centroide 12
Punto 1734 -> Centroide 91
Punto 1735 -> Centroide 16
Punto 1736 -> Centroide 75
Punto 1737 -> Centroide 57
Punto 1738 -> Centroide 39
Punto 1739 -> Centroide 92
Punto 1740 -> Centroide 17
Punto 1741 -> Centroide 71
Punto 1742 -> Centroide 44
Punto 1743 -> Centroide 32
Punto 1744 -> Centroide 37
Punto 1745 -> Centroide 21
Punto 1746 -> Centroide 59
Punto 1747 -> Centroide 11
Punto 1748 -> Centroide 72
Punto 1749 -> Centroide 43
Punto 1750 -> Centroide 20
Punto 1751 -> Centroide 8
Punto 1752 -> Centroide 14
Punto 1753 -> Centroide 45
Punto 1754 -> Centroide 51
Punto 1755 -> Centroide 12
Punto 1756 -> Centroide 26
Punto 1757 -> Centroide 20
Punto 1758 -> Centroide 19
Punto 1759 -> Centroide 39
Punto 1760 -> Centroide 26
Punto 1761 -> Centroide 29
Punto 1762 -> Centroide 74
Punto 1763 -> Centroide 56
Punto 1764 -> Centroide 80
Punto 1765 -> Centroide 45
Punto 1766 -> Centroide 18
Punto 1767 -> Centroide 77
Punto 1768 -> Centroide 77
Punto 1769 -> Centroide 91
Punto 1770 -> Centroide 70
Punto 1771 -> Centroide 32
Punto 1772 -> Centroide 79
Punto 1773 -> Centroide 46
Punto 1774 -> Centroide 20
Punto 1775 -> Centroide 35
Punto 1776 -> Centroide 20
Punto 1777 -> Centroide 46
Punto 1778 -> Centroide 2
Punto 1779 -> Centroide 78
Punto 1780 -> Centroide 26
Punto 1781 -> Centroide 83
Punto 1782 -> Centroide 80
Punto 1783 -> Centroide 93
Punto 1784 -> Centroide 92
Punto 1785 -> Centroide 73
Punto 1786 -> Centroide 93
Punto 1787 -> Centroide 39
Punto 1788 -> Centroide 73
Punto 1789 -> Centroide 63
Punto 1790 -> Centroide 61
Punto 1791 -> Centroide 67
Punto 1792 -> Centroide 25
Punto 1793 -> Centroide 50
Punto 1794 -> Centroide 8
Punto 1795 -> Centroide 47
Punto 1796 -> Centroide 25
Punto 1797 -> Centroide 25
Punto 1798 -> Centroide 79
Punto 1799 -> Centroide 26
Punto 1800 -> Centroide 52
Punto 1801 -> Centroide 73
Punto 1802 -> Centroide 32
Punto 1803 -> Centroide 88
Punto 1804 -> Centroide 46
Punto 1805 -> Centroide 69
Punto 1806 -> Centroide 23
Punto 1807 -> Centroide 15
Punto 1808 -> Centroide 35
Punto 1809 -> Centroide 41
Punto 1810 -> Centroide 35
Punto 1811 -> Centroide 67
Punto 1812 -> Centroide 82
Punto 1813 -> Centroide 46
Punto 1814 -> Centroide 9
Punto 1815 -> Centroide 4
Punto 1816 -> Centroide 38
Punto 1817 -> Centroide 20
Punto 1818 -> Centroide 8
Punto 1819 -> Centroide 39
Punto 1820 -> Centroide 58
Punto 1821 -> Centroide 20
Punto 1822 -> Centroide 84
Punto 1823 -> Centroide 34
Punto 1824 -> Centroide 9
Punto 1825 -> Centroide 59
Punto 1826 -> Centroide 25
Punto 1827 -> Centroide 41
Punto 1828 -> Centroide 7
Punto 1829 -> Centroide 18
Punto 1830 -> Centroide 74
Punto 1831 -> Centroide 59
Punto 1832 -> Centroide 51
Punto 1833 -> Centroide 39
Punto 1834 -> Centroide 70
Punto 1835 -> Centroide 25
Punto 1836 -> Centroide 58
Punto 1837 -> Centroide 8
Punto 1838 -> Centroide 91
Punto 1839 -> Centroide 12
Punto 1840 -> Centroide 11
Punto 1841 -> Centroide 54
Punto 1842 -> Centroide 19
Punto 1843 -> Centroide 44
Punto 1844 -> Centroide 71
Punto 1845 -> Centroide 7
Punto 1846 -> Centroide 83
Punto 1847 -> Centroide 58
Punto 1848 -> Centroide 41
Punto 1849 -> Centroide 20
Punto 1850 -> Centroide 1
Punto 1851 -> Centroide 42
Punto 1852 -> Centroide 9
Punto 1853 -> Centroide 36
Punto 1854 -> Centroide 88
Punto 1855 -> Centroide 7
Punto 1856 -> Centroide 8
Punto 1857 -> Centroide 27
Punto 1858 -> Centroide 24
Punto 1859 -> Centroide 73
Punto 1860 -> Centroide 37
Punto 1861 -> Centroide 15
Punto 1862 -> Centroide 79
Punto 1863 -> Centroide 78
Punto 1864 -> Centroide 25
Punto 1865 -> Centroide 65
Punto 1866 -> Centroide 79
Punto 1867 -> Centroide 65
Punto 1868 -> Centroide 49
Punto 1869 -> Centroide 2
Punto 1870 -> Centroide 69
Punto 1871 -> Centroide 15
Punto 1872 -> Centroide 38
Punto 1873 -> Centroide 9
Punto 1874 -> Centroide 93
Punto 1875 -> Centroide 50
Punto 1876 -> Centroide 4
Punto 1877 -> Centroide 37
Punto 1878 -> Centroide 23
Punto 1879 -> Centroide 80
Punto 1880 -> Centroide 22
Punto 1881 -> Centroide 58
Punto 1882 -> Centroide 25
Punto 1883 -> Centroide 34
Punto 1884 -> Centroide 75
Punto 1885 -> Centroide 38
Punto 1886 -> Centroide 46
Punto 1887 -> Centroide 20
Punto 1888 -> Centroide 90
Punto 1889 -> Centroide 76
Punto 1890 -> Centroide 12
Punto 1891 -> Centroide 87
Punto 1892 -> Centroide 49
Punto 1893 -> Centroide 71
Punto 1894 -> Centroide 20
Punto 1895 -> Centroide 12
Punto 1896 -> Centroide 43
Punto 1897 -> Centroide 37
Punto 1898 -> Centroide 4
Punto 1899 -> Centroide 56
Punto 1900 -> Centroide 74
Punto 1901 -> Centroide 78
Punto 1902 -> Centroide 61
Punto 1903 -> Centroide 36
Punto 1904 -> Centroide 17
Punto 1905 -> Centroide 36
Punto 1906 -> Centroide 63
Punto 1907 -> Centroide 17
Punto 1908 -> Centroide 22
Punto 1909 -> Centroide 82
Punto 1910 -> Centroide 13
Punto 1911 -> Centroide 38
Punto 1912 -> Centroide 80
Punto 1913 -> Centroide 75
Punto 1914 -> Centroide 80
Punto 1915 -> Centroide 11
Punto 1916 -> Centroide 74
Punto 1917 -> Centroide 18
Punto 1918 -> Centroide 46
Punto 1919 -> Centroide 35
Punto 1920 -> Centroide 57
Punto 1921 -> Centroide 9
Punto 1922 -> Centroide 63
Punto 1923 -> Centroide 74
Punto 1924 -> Centroide 87
Punto 1925 -> Centroide 4
Punto 1926 -> Centroide 6
Punto 1927 -> Centroide 36
Punto 1928 -> Centroide 37
Punto 1929 -> Centroide 26
Punto 1930 -> Centroide 8
Punto 1931 -> Centroide 43
Punto 1932 -> Centroide 78
Punto 1933 -> Centroide 66
Punto 1934 -> Centroide 55
Punto 1935 -> Centroide 78
Punto 1936 -> Centroide 11
Punto 1937 -> Centroide 23
Punto 1938 -> Centroide 91
Punto 1939 -> Centroide 6
Punto 1940 -> Centroide 37
Punto 1941 -> Centroide 92
Punto 1942 -> Centroide 50
Punto 1943 -> Centroide 35
Punto 1944 -> Centroide 86
Punto 1945 -> Centroide 66
Punto 1946 -> Centroide 38
Punto 1947 -> Centroide 71
Punto 1948 -> Centroide 3
Punto 1949 -> Centroide 1
Punto 1950 -> Centroide 71
Punto 1951 -> Centroide 18
Punto 1952 -> Centroide 68
Punto 1953 -> Centroide 29
Punto 1954 -> Centroide 36
Punto 1955 -> Centroide 14
Punto 1956 -> Centroide 38
Punto 1957 -> Centroide 7
Punto 1958 -> Centroide 20
Punto 1959 -> Centroide 82
Punto 1960 -> Centroide 71
Punto 1961 -> Centroide 36
Punto 1962 -> Centroide 16
Punto 1963 -> Centroide 35
Punto 1964 -> Centroide 39
Punto 1965 -> Centroide 83
Punto 1966 -> Centroide 80
Punto 1967 -> Centroide 38
Punto 1968 -> Centroide 41
Punto 1969 -> Centroide 90
Punto 1970 -> Centroide 22
Punto 1971 -> Centroide 65
Punto 1972 -> Centroide 51
Punto 1973 -> Centroide 80
Punto 1974 -> Centroide 58
Punto 1975 -> Centroide 35
Punto 1976 -> Centroide 54
Punto 1977 -> Centroide 5
Punto 1978 -> Centroide 56
Punto 1979 -> Centroide 20
Punto 1980 -> Centroide 80
Punto 1981 -> Centroide 37
Punto 1982 -> Centroide 77
Punto 1983 -> Centroide 48
Punto 1984 -> Centroide 52
Punto 1985 -> Centroide 8
Punto 1986 -> Centroide 8
Punto 1987 -> Centroide 44
Punto 1988 -> Centroide 4
Punto 1989 -> Centroide 66
Punto 1990 -> Centroide 22
Punto 1991 -> Centroide 21
Punto 1992 -> Centroide 58
Punto 1993 -> Centroide 69
Punto 1994 -> Centroide 34
Punto 1995 -> Centroide 73
Punto 1996 -> Centroide 81
Punto 1997 -> Centroide 83
Punto 1998 -> Centroide 92
Punto 1999 -> Centroide 85
Punto 2000 -> Centroide 11
Punto 2001 -> Centroide 57
Punto 2002 -> Centroide 8
Punto 2003 -> Centroide 3
Punto 2004 -> Centroide 25
Punto 2005 -> Centroide 53
Punto 2006 -> Centroide 13
Punto 2007 -> Centroide 6
Punto 2008 -> Centroide 18
Punto 2009 -> Centroide 38
Punto 2010 -> Centroide 56
Punto 2011 -> Centroide 78
Punto 2012 -> Centroide 29
Punto 2013 -> Centroide 27
Punto 2014 -> Centroide 56
Punto 2015 -> Centroide 77
Punto 2016 -> Centroide 91
Punto 2017 -> Centroide 90
Punto 2018 -> Centroide 48
Punto 2019 -> Centroide 74
Punto 2020 -> Centroide 77
Punto 2021 -> Centroide 0
Punto 2022 -> Centroide 89
Punto 2023 -> Centroide 65
Punto 2024 -> Centroide 93
Punto 2025 -> Centroide 6
Punto 2026 -> Centroide 8
Punto 2027 -> Centroide 46
Punto 2028 -> Centroide 94
Punto 2029 -> Centroide 75
Punto 2030 -> Centroide 82
Punto 2031 -> Centroide 26
Punto 2032 -> Centroide 43
Punto 2033 -> Centroide 7
Punto 2034 -> Centroide 20
Punto 2035 -> Centroide 56
Punto 2036 -> Centroide 12
Punto 2037 -> Centroide 59
Punto 2038 -> Centroide 7
Punto 2039 -> Centroide 94
Punto 2040 -> Centroide 71
Punto 2041 -> Centroide 87
Punto 2042 -> Centroide 7
Punto 2043 -> Centroide 85
Punto 2044 -> Centroide 50
Punto 2045 -> Centroide 42
Punto 2046 -> Centroide 21
Punto 2047 -> Centroide 14
Punto 2048 -> Centroide 20
Punto 2049 -> Centroide 7
Punto 2050 -> Centroide 74
Punto 2051 -> Centroide 12
Punto 2052 -> Centroide 94
Punto 2053 -> Centroide 72
Punto 2054 -> Centroide 90
Punto 2055 -> Centroide 38
Punto 2056 -> Centroide 37
Punto 2057 -> Centroide 92
Punto 2058 -> Centroide 51
Punto 2059 -> Centroide 43
Punto 2060 -> Centroide 5
Punto 2061 -> Centroide 59
Punto 2062 -> Centroide 17
Punto 2063 -> Centroide 60
Punto 2064 -> Centroide 73
Punto 2065 -> Centroide 72
Punto 2066 -> Centroide 44
Punto 2067 -> Centroide 13
Punto 2068 -> Centroide 36
Punto 2069 -> Centroide 15
Punto 2070 -> Centroide 90
Punto 2071 -> Centroide 17
Punto 2072 -> Centroide 14
Punto 2073 -> Centroide 62
Punto 2074 -> Centroide 83
Punto 2075 -> Centroide 27
Punto 2076 -> Centroide 4
Punto 2077 -> Centroide 14
Punto 2078 -> Centroide 8
Punto 2079 -> Centroide 47
Punto 2080 -> Centroide 93
Punto 2081 -> Centroide 83
Punto 2082 -> Centroide 94
Punto 2083 -> Centroide 8
Punto 2084 -> Centroide 18
Punto 2085 -> Centroide 25
Punto 2086 -> Centroide 62
Punto 2087 -> Centroide 80
Punto 2088 -> Centroide 44
Punto 2089 -> Centroide 54
Punto 2090 -> Centroide 4
Punto 2091 -> Centroide 7
Punto 2092 -> Centroide 55
Punto 2093 -> Centroide 85
Punto 2094 -> Centroide 43
Punto 2095 -> Centroide 78
Punto 2096 -> Centroide 17
Punto 2097 -> Centroide 55
Punto 2098 -> Centroide 30
Punto 2099 -> Centroide 72
Punto 2100 -> Centroide 78
Punto 2101 -> Centroide 49
Punto 2102 -> Centroide 51
Punto 2103 -> Centroide 3
Punto 2104 -> Centroide 69
Punto 2105 -> Centroide 58
Punto 2106 -> Centroide 27
Punto 2107 -> Centroide 60
Punto 2108 -> Centroide 94
Punto 2109 -> Centroide 63
Punto 2110 -> Centroide 11
Punto 2111 -> Centroide 11
Punto 2112 -> Centroide 86
Punto 2113 -> Centroide 67
Punto 2114 -> Centroide 35
Punto 2115 -> Centroide 79
Punto 2116 -> Centroide 3
Punto 2117 -> Centroide 7
Punto 2118 -> Centroide 0
Punto 2119 -> Centroide 72
Punto 2120 -> Centroide 19
Punto 2121 -> Centroide 81
Punto 2122 -> Centroide 59
Punto 2123 -> Centroide 70
Punto 2124 -> Centroide 20
Punto 2125 -> Centroide 57
Punto 2126 -> Centroide 26
Punto 2127 -> Centroide 56
Punto 2128 -> Centroide 34
Punto 2129 -> Centroide 18
Punto 2130 -> Centroide 64
Punto 2131 -> Centroide 72
Punto 2132 -> Centroide 54
Punto 2133 -> Centroide 91
Punto 2134 -> Centroide 73
Punto 2135 -> Centroide 73
Punto 2136 -> Centroide 78
Punto 2137 -> Centroide 39
Punto 2138 -> Centroide 56
Punto 2139 -> Centroide 37
Punto 2140 -> Centroide 27
Punto 2141 -> Centroide 20
Punto 2142 -> Centroide 31
Punto 2143 -> Centroide 37
Punto 2144 -> Centroide 8
Punto 2145 -> Centroide 82
Punto 2146 -> Centroide 9
Punto 2147 -> Centroide 19
Punto 2148 -> Centroide 68
Punto 2149 -> Centroide 18
Punto 2150 -> Centroide 1
Punto 2151 -> Centroide 10
Punto 2152 -> Centroide 91
Punto 2153 -> Centroide 35
Punto 2154 -> Centroide 3
Punto 2155 -> Centroide 7
Punto 2156 -> Centroide 15
Punto 2157 -> Centroide 3
Punto 2158 -> Centroide 43
Punto 2159 -> Centroide 72
Punto 2160 -> Centroide 16
Punto 2161 -> Centroide 71
Punto 2162 -> Centroide 92
Punto 2163 -> Centroide 38
Punto 2164 -> Centroide 81
Punto 2165 -> Centroide 88
Punto 2166 -> Centroide 20
Punto 2167 -> Centroide 87
Punto 2168 -> Centroide 27
Punto 2169 -> Centroide 14
Punto 2170 -> Centroide 92
Punto 2171 -> Centroide 20
Punto 2172 -> Centroide 25
Punto 2173 -> Centroide 31
Punto 2174 -> Centroide 25
Punto 2175 -> Centroide 11
Punto 2176 -> Centroide 14
Punto 2177 -> Centroide 19
Punto 2178 -> Centroide 79
Punto 2179 -> Centroide 58
Punto 2180 -> Centroide 1
Punto 2181 -> Centroide 74
Punto 2182 -> Centroide 61
Punto 2183 -> Centroide 20
Punto 2184 -> Centroide 91
Punto 2185 -> Centroide 81
Punto 2186 -> Centroide 61
Punto 2187 -> Centroide 87
Punto 2188 -> Centroide 73
Punto 2189 -> Centroide 62
Punto 2190 -> Centroide 32
Punto 2191 -> Centroide 37
Punto 2192 -> Centroide 20
Punto 2193 -> Centroide 74
Punto 2194 -> Centroide 84
Punto 2195 -> Centroide 7
Punto 2196 -> Centroide 1
Punto 2197 -> Centroide 35
Punto 2198 -> Centroide 38
Punto 2199 -> Centroide 10
Punto 2200 -> Centroide 12
Punto 2201 -> Centroide 22
Punto 2202 -> Centroide 87
Punto 2203 -> Centroide 25
Punto 2204 -> Centroide 5
Punto 2205 -> Centroide 11
Punto 2206 -> Centroide 10
Punto 2207 -> Centroide 15
Punto 2208 -> Centroide 67
Punto 2209 -> Centroide 86
Punto 2210 -> Centroide 8
Punto 2211 -> Centroide 75
Punto 2212 -> Centroide 8
Punto 2213 -> Centroide 23
Punto 2214 -> Centroide 87
Punto 2215 -> Centroide 27
Punto 2216 -> Centroide 70
Punto 2217 -> Centroide 33
Punto 2218 -> Centroide 7
Punto 2219 -> Centroide 83
Punto 2220 -> Centroide 70
Punto 2221 -> Centroide 91
Punto 2222 -> Centroide 57
Punto 2223 -> Centroide 20
Punto 2224 -> Centroide 90
Punto 2225 -> Centroide 27
Punto 2226 -> Centroide 44
Punto 2227 -> Centroide 24
Punto 2228 -> Centroide 44
Punto 2229 -> Centroide 43
Punto 2230 -> Centroide 88
Punto 2231 -> Centroide 30
Punto 2232 -> Centroide 15
Punto 2233 -> Centroide 86
Punto 2234 -> Centroide 80
Punto 2235 -> Centroide 66
Punto 2236 -> Centroide 27
Punto 2237 -> Centroide 80
Punto 2238 -> Centroide 36
Punto 2239 -> Centroide 33
Punto 2240 -> Centroide 17
Punto 2241 -> Centroide 8
Punto 2242 -> Centroide 25
Punto 2243 -> Centroide 90
Punto 2244 -> Centroide 73
Punto 2245 -> Centroide 43
Punto 2246 -> Centroide 27
Punto 2247 -> Centroide 31
Punto 2248 -> Centroide 16
Punto 2249 -> Centroide 6
Punto 2250 -> Centroide 81
Punto 2251 -> Centroide 15
Punto 2252 -> Centroide 37
Punto 2253 -> Centroide 89
Punto 2254 -> Centroide 83
Punto 2255 -> Centroide 13
Punto 2256 -> Centroide 6
Punto 2257 -> Centroide 20
Punto 2258 -> Centroide 39
Punto 2259 -> Centroide 31
Punto 2260 -> Centroide 41
Punto 2261 -> Centroide 2
Punto 2262 -> Centroide 57
Punto 2263 -> Centroide 20
Punto 2264 -> Centroide 7
Punto 2265 -> Centroide 59
Punto 2266 -> Centroide 22
Punto 2267 -> Centroide 42
Punto 2268 -> Centroide 8
Punto 2269 -> Centroide 90
Punto 2270 -> Centroide 7
Punto 2271 -> Centroide 10
Punto 2272 -> Centroide 27
Punto 2273 -> Centroide 82
Punto 2274 -> Centroide 15
Punto 2275 -> Centroide 32
Punto 2276 -> Centroide 48
Punto 2277 -> Centroide 71
Punto 2278 -> Centroide 91
Punto 2279 -> Centroide 78
Punto 2280 -> Centroide 38
Punto 2281 -> Centroide 27
Punto 2282 -> Centroide 7
Punto 2283 -> Centroide 32
Punto 2284 -> Centroide 65
Punto 2285 -> Centroide 39
Punto 2286 -> Centroide 0
Punto 2287 -> Centroide 17
Punto 2288 -> Centroide 19
Punto 2289 -> Centroide 30
Punto 2290 -> Centroide 5
Punto 2291 -> Centroide 37
Punto 2292 -> Centroide 7
Punto 2293 -> Centroide 36
Punto 2294 -> Centroide 55
Punto 2295 -> Centroide 66
Punto 2296 -> Centroide 20
Punto 2297 -> Centroide 21
Punto 2298 -> Centroide 7
Punto 2299 -> Centroide 21
Punto 2300 -> Centroide 31
Punto 2301 -> Centroide 92
Punto 2302 -> Centroide 79
Punto 2303 -> Centroide 48
Punto 2304 -> Centroide 66
Punto 2305 -> Centroide 60
Punto 2306 -> Centroide 25
Punto 2307 -> Centroide 22
Punto 2308 -> Centroide 48
Punto 2309 -> Centroide 12
Punto 2310 -> Centroide 54
Punto 2311 -> Centroide 51
Punto 2312 -> Centroide 80
Punto 2313 -> Centroide 46
Punto 2314 -> Centroide 80
Punto 2315 -> Centroide 35
Punto 2316 -> Centroide 72
Punto 2317 -> Centroide 11
Punto 2318 -> Centroide 3
Punto 2319 -> Centroide 25
Punto 2320 -> Centroide 63
Punto 2321 -> Centroide 37
Punto 2322 -> Centroide 38
Punto 2323 -> Centroide 77
Punto 2324 -> Centroide 91
Punto 2325 -> Centroide 87
Punto 2326 -> Centroide 25
Punto 2327 -> Centroide 13
Punto 2328 -> Centroide 46
Punto 2329 -> Centroide 22
Punto 2330 -> Centroide 74
Punto 2331 -> Centroide 27
Punto 2332 -> Centroide 58
Punto 2333 -> Centroide 59
Punto 2334 -> Centroide 79
Punto 2335 -> Centroide 41
Punto 2336 -> Centroide 73
Punto 2337 -> Centroide 12
Punto 2338 -> Centroide 10
Punto 2339 -> Centroide 65
Punto 2340 -> Centroide 8
Punto 2341 -> Centroide 84
Punto 2342 -> Centroide 8
Punto 2343 -> Centroide 26
Punto 2344 -> Centroide 11
Punto 2345 -> Centroide 74
Punto 2346 -> Centroide 34
Punto 2347 -> Centroide 58
Punto 2348 -> Centroide 29
Punto 2349 -> Centroide 29
Punto 2350 -> Centroide 83
Punto 2351 -> Centroide 0
Punto 2352 -> Centroide 21
Punto 2353 -> Centroide 20
Punto 2354 -> Centroide 8
Punto 2355 -> Centroide 72
Punto 2356 -> Centroide 92
Punto 2357 -> Centroide 59
Punto 2358 -> Centroide 14
Punto 2359 -> Centroide 48
Punto 2360 -> Centroide 48
Punto 2361 -> Centroide 80
Punto 2362 -> Centroide 21
Punto 2363 -> Centroide 27
Punto 2364 -> Centroide 49
Punto 2365 -> Centroide 37
Punto 2366 -> Centroide 79
Punto 2367 -> Centroide 20
Punto 2368 -> Centroide 91
Punto 2369 -> Centroide 21
Punto 2370 -> Centroide 18
Punto 2371 -> Centroide 11
Punto 2372 -> Centroide 0
Punto 2373 -> Centroide 79
Punto 2374 -> Centroide 86
Punto 2375 -> Centroide 58
Punto 2376 -> Centroide 74
Punto 2377 -> Centroide 27
Punto 2378 -> Centroide 50
Punto 2379 -> Centroide 35
Punto 2380 -> Centroide 26
Punto 2381 -> Centroide 49
Punto 2382 -> Centroide 29
Punto 2383 -> Centroide 20
Punto 2384 -> Centroide 46
Punto 2385 -> Centroide 79
Punto 2386 -> Centroide 18
Punto 2387 -> Centroide 39
Punto 2388 -> Centroide 71
Punto 2389 -> Centroide 94
Punto 2390 -> Centroide 24
Punto 2391 -> Centroide 86
Punto 2392 -> Centroide 58
Punto 2393 -> Centroide 8
Punto 2394 -> Centroide 37
Punto 2395 -> Centroide 59
Punto 2396 -> Centroide 27
Punto 2397 -> Centroide 43
Punto 2398 -> Centroide 43
Punto 2399 -> Centroide 19
